symbol,name,price,change,change_percentage,market_cap,trailing_p_e,revenue,volume,total_cash,total_debt,five_year_average_dividend_yield,sector,industry
1722.HK,Kin Pang Holdings Limited,0.081,-0.001,-1.22%,81M,5.76,N/A,"570,000",N/A,N/A,N/A,Industrials,Engineering & Construction
1420.HK,Chuan Holdings Limited,0.078,+0.003,+4.00%,80.844M,16.95,N/A,"200,000",N/A,N/A,N/A,Industrials,Engineering & Construction
8455.HK,Lai Group Holding Company Limited,0.101,-0.001,-0.98%,80.8M,N/A,N/A,7.95M,N/A,N/A,N/A,Industrials,Engineering & Construction
8043.HK,Atlinks Group Limited,0.197,+0.001,+0.51%,78.8M,N/A,N/A,"15,000",N/A,N/A,N/A,Technology,Communication Equipment
8436.HK,Takbo Group Holdings Limited,0.200,0.000,0.00%,80M,2.27,263.79M,"60,000",107.75M,15.62M,N/A,Consumer Defensive,Household & Personal Products
1690.HK,Lap Kei Engineering (Holdings) Limited,0.060,+0.004,+7.14%,79.8M,N/A,N/A,"100,000",N/A,N/A,N/A,Consumer Defensive,Household & Personal Products
8133.HK,Jete Power Holdings Limited,0.019,-0.009,-32.14%,79.04M,N/A,67.14M,39.34M,13.96M,16.34M,N/A,Industrials,Metal Fabrication
0204.HK,China Investment Development Limited,0.074,+0.001,+1.37%,78.306M,N/A,90k,"760,000",36.4M,N/A,N/A,Financial Services,Asset Management
8048.HK,Yu Tak International Holdings Limited,0.040,0.000,0.00%,83.678M,N/A,76.3M,1.05M,19.25M,12.6M,N/A,Technology,Software—Application
8621.HK,Metropolis Capital Holdings Limited,0.085,+0.004,+4.94%,81.6M,N/A,N/A,"536,000",N/A,N/A,N/A,Financial Services,Credit Services
0193.HK,Capital Estate Limited,0.400,0.000,0.00%,77.735M,1.52,214.38M,"15,000",452.6M,N/A,N/A,Consumer Cyclical,Lodging
8123.HK,Sinofortune Financial Holdings Limited,0.010,0.000,0.00%,77.49M,N/A,249.55M,"6,000",65.84M,4.48M,N/A,Financial Services,Capital Markets
0646.HK,China Environmental Technology  Holdings Limited,0.021,0.000,0.00%,76.658M,N/A,41.9M,1.464M,1.28M,177.33M,N/A,Industrials,Waste Management
1591.HK,Shun Wo Group Holdings Limited,0.018,-0.001,-5.26%,72M,N/A,134.39M,2.68M,41.79M,67k,N/A,Industrials,Engineering & Construction
8268.HK,Deson Construction International Holdings Limited,0.076,+0.001,+1.33%,76M,158.00,579.31M,"56,000",140.6M,8.51M,N/A,Industrials,Engineering & Construction
8368.HK,Creative China Holdings Limited,0.053,+0.002,+3.92%,83.824M,36.79,N/A,"27,000",N/A,N/A,N/A,Communication Services,Entertainment
0269.HK,China Resources and Transportation Group Limited,0.010,0.000,0.00%,74.424M,N/A,567.56M,"550,000",34.62M,16.09B,N/A,Industrials,Infrastructure Operations
8337.HK,Directel Holdings Limited,0.020,0.000,0.00%,73.95M,N/A,239.83M,"50,000",47.81M,1.57M,N/A,Communication Services,Telecom Services
8018.HK,Finsoft Financial Investment Holdings Limited,0.058,+0.002,+3.57%,73.114M,N/A,73.65M,"90,000",88.41M,2.63M,N/A,Technology,Software—Application
8030.HK,Flying Financial Service Holdings Limited,0.039,0.000,0.00%,62.703M,N/A,N/A,"32,500",N/A,N/A,N/A,Real Estate,Real Estate—Development
0712.HK,Comtec Solar Systems Group Limited,0.099,+0.002,+2.06%,72.584M,N/A,N/A,"562,500",N/A,N/A,N/A,Technology,Solar
8609.HK,Eggriculture Foods Ltd.,0.145,+0.005,+3.57%,72.5M,2.45,N/A,"390,000",N/A,N/A,N/A,Consumer Defensive,Packaged Foods
8307.HK,Medicskin Holdings Limited,0.175,0.000,0.00%,70.971M,N/A,45.32M,"224,000",42.91M,13.61M,N/A,Healthcare,Medical Care Facilities
0037.HK,Far East Hotels and Entertainment Limited,0.115,-0.005,-4.17%,70.232M,N/A,48.94M,"216,000",38.54M,47.92M,N/A,Consumer Cyclical,Lodging
8448.HK,Universe Printshop Holdings Limited,0.079,0.000,0.00%,72.012M,N/A,119.06M,18.52M,31.27M,14.51M,N/A,Industrials,Specialty Business Services
8450.HK,EDICO Holdings Limited,0.070,0.000,0.00%,71.014M,11.67,74.81M,"210,000",50.48M,19.52M,N/A,Industrials,Specialty Business Services
8136.HK,IMS Group Holdings Limited,0.074,+0.015,+25.42%,75.105M,20.59,55.56M,"280,000",63.28M,4.58M,N/A,Industrials,Electrical Equipment & Parts
1450.HK,Century Sage Scientific Holdings Limited,0.067,-0.010,-12.99%,69.763M,N/A,N/A,"70,000",N/A,N/A,N/A,Technology,Software—Application
8159.HK,Glory Mark Hi-Tech (Holdings) Limited,0.105,-0.011,-9.48%,73.92M,5.71,325.98M,"10,000",56.3M,609k,N/A,Technology,Computer Hardware
8616.HK,Sunray Engineering Group Limited,0.069,+0.001,+1.47%,69M,3.98,184.76M,2.68M,39.92M,1.65M,N/A,Industrials,Engineering & Construction
8013.HK,ECI Technology Holdings Limited,0.043,-0.001,-2.27%,68.8M,N/A,N/A,"300,000",N/A,N/A,N/A,Industrials,Engineering & Construction
8432.HK,Bar Pacific Group Holdings Limited,0.080,0.000,0.00%,68.8M,9.52,157.34M,"50,000",32.59M,103.82M,N/A,Consumer Cyclical,Restaurants
1340.HK,Huisheng International Holdings Limited,0.074,-0.004,-5.13%,65.182M,N/A,N/A,"664,000",N/A,N/A,N/A,Consumer Defensive,Packaged Foods
8362.HK,Winning Tower Group Holdings Limited,0.049,-0.005,-9.26%,68.6M,N/A,105.14M,"120,000",68.69M,33.31M,N/A,Consumer Defensive,Packaged Foods
0055.HK,Neway Group Holdings Limited,0.270,+0.010,+3.85%,68.483M,N/A,529.09M,"111,000",237.86M,141.22M,N/A,Industrials,Specialty Business Services
8203.HK,Kaisun Holdings Limited,0.118,0.000,0.00%,68.035M,N/A,48.22M,"60,000",130.92M,51.09M,N/A,Basic Materials,Coking Coal
8392.HK,Satu Holdings Limited,0.068,0.000,0.00%,68M,N/A,47.34M,"280,000",31.22M,2.07M,N/A,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
0167.HK,IDT International Limited,0.026,-0.001,-3.70%,67.6M,N/A,189.2M,"848,000",10.5M,132.5M,N/A,Technology,Consumer Electronics
1439.HK,Mobile Internet (China) Holdings Limited,0.050,0.000,0.00%,68.875M,N/A,N/A,"775,000",N/A,N/A,N/A,Consumer Cyclical,Packaging & Containers
0205.HK,SEEC Media Group Limited,0.170,-0.006,-3.41%,65.009M,N/A,88.57M,"10,000",75.58M,27.21M,N/A,Communication Services,Advertising Agencies
0072.HK,Modern Media Holdings Limited,0.150,0.000,0.00%,65.753M,165.00,N/A,"38,000",N/A,N/A,N/A,Communication Services,Advertising Agencies
8532.HK,Polyfair Holdings Limited,0.082,0.000,0.00%,65.6M,17.45,216.59M,"80,000",8.1M,97.7M,N/A,Industrials,Engineering & Construction
8383.HK,Linocraft Holdings Limited,0.082,0.000,0.00%,65.6M,21.82,N/A,"56,000",N/A,N/A,N/A,Industrials,Specialty Business Services
8241.HK,Ying Kee Tea House Group Limited,0.184,+0.002,+1.10%,66.24M,N/A,34.85M,"100,000",16.8M,101.17M,N/A,Consumer Defensive,Packaged Foods
8356.HK,CNC Holdings Limited,0.016,0.000,0.00%,64.886M,N/A,234.79M,"840,000",105.02M,297.8M,N/A,Industrials,Engineering & Construction
8623.HK,China Saftower International Holding Group Limited,0.081,-0.014,-14.74%,64.8M,2.75,N/A,7.62M,N/A,N/A,N/A,Industrials,Electrical Equipment & Parts
1749.HK,"Shanshan Brand Management Co., Ltd.",0.485,-0.115,-19.17%,64.699M,N/A,N/A,2.904M,N/A,N/A,N/A,Consumer Cyclical,Apparel Manufacturing
0905.HK,Global Mastermind Capital Limited,0.088,0.000,0.00%,61.629M,N/A,6.74M,"32,000",227.65M,14.59M,N/A,Financial Services,Asset Management
8507.HK,i.century Holding Limited,0.161,0.000,0.00%,64.4M,N/A,95.46M,"8,000",16.94M,7.1M,N/A,Consumer Cyclical,Apparel Manufacturing
8365.HK,VBG International Holdings Limited,0.125,-0.015,-10.71%,64.15M,N/A,N/A,"60,000",N/A,N/A,N/A,Consumer Cyclical,Apparel Manufacturing
8226.HK,KOALA Financial Group Limited,0.023,-0.003,-11.54%,64.015M,9.47,33.98M,"800,000",157.78M,23.66M,N/A,Financial Services,Capital Markets
1007.HK,Longhui International Holdings Limited,0.010,0.000,0.00%,63.736M,N/A,N/A,1.22M,N/A,N/A,N/A,Consumer Cyclical,Restaurants
8033.HK,Vodatel Networks Holdings Limited,0.088,-0.015,-14.56%,54.07M,34.00,515.58M,"4,000",83.44M,1.96M,3.87,Technology,Information Technology Services
8379.HK,Prime Intelligence Solutions Group Limited,0.079,+0.024,+43.64%,63.2M,N/A,47.07M,3.1M,67.07M,2.98M,N/A,Industrials,Security & Protection Services
0803.HK,Prosperity International Holdings (H.K.) Limited,0.047,-0.007,-12.96%,63.152M,N/A,1.95B,"50,000",225.91M,2.11B,N/A,Basic Materials,Steel
8430.HK,C&N Holdings Limited,0.097,+0.002,+2.11%,62.08M,N/A,N/A,2.715M,N/A,N/A,N/A,Basic Materials,Steel
1825.HK,Sterling Group Holdings Limited,0.075,+0.005,+7.14%,60M,N/A,590.87M,1.43M,47.84M,246.96M,N/A,Consumer Cyclical,Apparel Manufacturing
8372.HK,Grand Brilliance Group Holdings Limited,0.075,-0.002,-2.60%,60M,5.56,66.77M,"10,000",73.54M,811k,N/A,Healthcare,Medical Distribution
8231.HK,PFC Device Inc.,0.038,0.000,0.00%,61.485M,172.03,N/A,"310,000",N/A,N/A,N/A,Healthcare,Medical Distribution
8161.HK,MediNet Group Limited,0.057,-0.002,-3.39%,59.28M,N/A,N/A,"10,000",N/A,N/A,N/A,Healthcare,Medical Distribution
0058.HK,Sunway International Holdings Limited,0.066,0.000,0.00%,59.268M,N/A,357.23M,"220,000",23.44M,53.65M,N/A,Basic Materials,Building Materials
8086.HK,Sino Vision Worldwide Holdings Limited,0.016,-0.002,-11.11%,58.868M,N/A,175.09M,27.33M,57.6M,124.16M,N/A,Consumer Cyclical,Internet Retail
2882.HK,Hong Kong Resources Holdings Company Limited,0.036,-0.002,-5.26%,55.682M,N/A,1.19B,"17,000",189.12M,1.99B,N/A,Consumer Cyclical,Luxury Goods
1229.HK,Nan Nan Resources Enterprise Limited,0.076,-0.010,-11.63%,58.168M,N/A,127.99M,"142,000",161.37M,219.62M,N/A,Energy,Thermal Coal
8087.HK,China 33 Media Group Limited,0.082,-0.002,-2.38%,56.678M,N/A,N/A,"77,800",N/A,N/A,N/A,Communication Services,Entertainment
0092.HK,Champion Technology Holdings Limited,0.084,-0.004,-4.55%,57.442M,4.20,543.72M,8,175.66M,261.54M,N/A,Technology,Information Technology Services
8645.HK,Nomad Technologies Holdings Limited,0.096,0.000,0.00%,58.206M,151.61,N/A,1.026M,N/A,N/A,N/A,Technology,Information Technology Services
1241.HK,Shuanghua Holdings Limited,0.082,-0.005,-5.75%,53.3M,N/A,N/A,"266,000",N/A,N/A,N/A,Consumer Cyclical,Auto Parts
0544.HK,Daido Group Limited,0.023,0.000,0.00%,55.943M,N/A,275.78M,"440,000",59.01M,372.21M,N/A,Industrials,Specialty Business Services
8096.HK,Tasty Concepts Holding Limited,0.111,+0.010,+9.90%,55.5M,N/A,N/A,"135,000",N/A,N/A,N/A,Industrials,Specialty Business Services
8277.HK,Steed Oriental (Holdings) Company Limited,0.200,-0.010,-4.76%,43.747M,N/A,229.85M,"12,000",11.18M,135.61M,N/A,Basic Materials,Lumber & Wood Production
8079.HK,Easy Repay Finance & Investment Limited,0.250,+0.020,+8.70%,60.09M,N/A,116.34M,"50,000",49.51M,5.61M,N/A,Consumer Defensive,Grocery Stores
8431.HK,Hao Bai International (Cayman) Limited,0.042,+0.001,+2.44%,54.6M,N/A,45.48M,"450,000",21.05M,56.77M,N/A,Industrials,Engineering & Construction
1145.HK,Courage Investment Group Limited,0.163,-0.022,-11.89%,56.425M,79.57,11.61M,"69,000",1.77M,17.86M,N/A,Industrials,Marine Shipping
8511.HK,Zhicheng Technology Group Ltd.,0.136,+0.009,+7.09%,54.4M,14.17,53.17M,1.34M,13.15M,N/A,N/A,Technology,Scientific & Technical Instruments
8460.HK,Basetrophy Group Holdings Limited,0.055,0.000,0.00%,55M,N/A,N/A,"60,000",N/A,N/A,N/A,Technology,Scientific & Technical Instruments
8290.HK,Ahsay Backup Software Development Company Limited,0.027,+0.002,+8.00%,54M,36.36,58.37M,"130,000",75.24M,5.78M,N/A,Technology,Software—Application
0959.HK,Century Entertainment International Holdings Limited,0.041,-0.002,-4.65%,52.582M,N/A,45.92M,"62,000",3.22M,136.4M,N/A,Consumer Cyclical,Gambling
8483.HK,Max Sight Group Holdings Limited,0.065,-0.001,-1.52%,52M,N/A,38.92M,"320,000",51.83M,12.12M,N/A,Consumer Cyclical,Personal Services
8151.HK,Bao Shen Holdings Limited,0.126,+0.001,+0.80%,52.92M,N/A,N/A,"75,000",N/A,N/A,N/A,Basic Materials,Specialty Chemicals
0110.HK,China Fortune Holdings Limited,0.057,+0.001,+1.79%,52.313M,2.85,69M,"110,000",20.58M,17.95M,N/A,Technology,Consumer Electronics
0766.HK,Sino Prosper (Group) Holdings Limited,0.025,-0.001,-3.85%,52.096M,N/A,34.06M,19.97M,40.03M,2.55M,N/A,Financial Services,Credit Services
1676.HK,China Shenghai Group Limited,0.520,-0.020,-3.70%,52M,1.49,N/A,"530,000",N/A,N/A,N/A,Consumer Defensive,Packaged Foods
8612.HK,World Super Holdings Limited,0.072,-0.003,-4.00%,51.84M,10.42,64.76M,20.7M,8.17M,37.52M,N/A,Industrials,Rental & Leasing Services
0426.HK,One Media Group Limited,0.129,+0.004,+3.20%,51.716M,N/A,62.5M,"156,000",9.84M,8.95M,N/A,Industrials,Conglomerates
8147.HK,Millennium Pacific Group Holdings Limited,0.051,+0.001,+2.00%,52.568M,N/A,310.09M,"840,000",2.12M,24.63M,N/A,Technology,Consumer Electronics
8201.HK,PPS International (Holdings) Limited,0.090,0.000,0.00%,46.042M,11.00,350.79M,"20,000",42.26M,35.92M,N/A,Industrials,Waste Management
8075.HK,Media Asia Group Holdings Limited,0.024,0.000,0.00%,51.265M,N/A,373.41M,"188,000",265.21M,353.23M,N/A,Communication Services,Entertainment
8293.HK,SingAsia Holdings Limited,0.034,0.000,0.00%,51M,N/A,N/A,3.685M,N/A,N/A,N/A,Industrials,Staffing & Employment Services
8060.HK,Global Link Communications Holdings Limited,0.155,-0.025,-13.89%,50.589M,N/A,62.88M,"21,000",104.37M,6.39M,N/A,Technology,Software—Application
0928.HK,Life Healthcare Group Limited,0.039,0.000,0.00%,50.116M,N/A,63.8M,27.54M,187.58M,1.88M,N/A,Healthcare,Diagnostics & Research
8239.HK,Capital Finance Holdings Limited,0.179,0.000,0.00%,50.631M,N/A,54.65M,"730,000",220.42M,469.77M,N/A,Financial Services,Credit Services
8447.HK,MS Concept Limited,0.050,-0.002,-3.85%,50M,33.33,212.41M,1.64M,48.48M,58.27M,N/A,Consumer Cyclical,Restaurants
8305.HK,Tong Kee (Holding) Limited,0.055,-0.005,-8.33%,44M,N/A,197.69M,"130,000",14.33M,36.05M,N/A,Industrials,Engineering & Construction
0079.HK,Century Legend (Holdings) Limited,0.150,0.000,0.00%,48.912M,N/A,33.32M,"320,000",82.48M,223.01M,N/A,Consumer Cyclical,Personal Services
8537.HK,Chong Fai Jewellery Group Holdings Company Limited,0.065,0.000,0.00%,48.75M,N/A,108.85M,"30,000",43.43M,40.78M,N/A,Consumer Cyclical,Luxury Goods
8150.HK,Seamless Green China (Holdings) Limited,0.031,-0.005,-13.89%,45.701M,N/A,114.65M,"10,000",12.22M,52.15M,N/A,Industrials,Electrical Equipment & Parts
8052.HK,Luk Hing Entertainment Group Holdings Limited,0.027,0.000,0.00%,48.6M,N/A,182.7M,"850,000",17.06M,153.88M,N/A,Consumer Cyclical,Resorts & Casinos
8346.HK,TEM Holdings Limited,0.082,+0.007,+9.33%,49.2M,N/A,N/A,1.35M,N/A,N/A,N/A,Consumer Cyclical,Resorts & Casinos
8377.HK,Shen You Holdings Limited,0.200,+0.010,+5.26%,48M,N/A,47.38M,"100,000",18.28M,4.84M,N/A,Consumer Cyclical,Textile Manufacturing
8210.HK,DLC Asia Limited,0.060,0.000,0.00%,48M,N/A,57.22M,"110,000",56.58M,1.67M,N/A,Financial Services,Capital Markets
8427.HK,SK Target Group Limited,0.069,-0.001,-1.43%,47.486M,N/A,N/A,10.016M,N/A,N/A,N/A,Technology,Communication Equipment
8220.HK,Bingo Group Holdings Limited,0.055,-0.002,-3.51%,47.046M,N/A,15.66M,"80,000",39.2M,39.65M,N/A,Communication Services,Entertainment
8166.HK,China Eco-Farming Limited,0.050,+0.003,+6.38%,46.628M,N/A,33.02M,"40,000",12.72M,58.6M,N/A,Industrials,Conglomerates
8622.HK,Huakang Biomedical Holdings Company Limited,0.114,0.000,0.00%,45.6M,N/A,N/A,"16,000",N/A,N/A,N/A,Healthcare,Drug Manufacturers—Specialty & Generic
8072.HK,Roma Group Limited,0.255,+0.005,+2.00%,44.758M,N/A,86.12M,"60,000",22.37M,56.28M,N/A,Financial Services,Capital Markets
0768.HK,UBA Investments Limited,0.036,0.000,0.00%,45.782M,N/A,3.89M,"40,000",110.25M,N/A,N/A,Financial Services,Asset Management
8417.HK,Dadi Education Holdings Limited,0.025,0.000,0.00%,43.76M,N/A,20.9M,"20,000",60.45M,5.08M,N/A,Consumer Defensive,Education & Training Services
0745.HK,China National Culture Group Limited,0.074,-0.002,-2.63%,43.576M,N/A,77.12M,"110,000",18.88M,62k,N/A,Communication Services,Advertising Agencies
8299.HK,Grand T G Gold Holdings Limited,0.029,-0.001,-3.33%,43.407M,N/A,56.02M,"218,800",2.35M,418.8M,N/A,Basic Materials,Gold
2700.HK,Green International Holdings Limited,0.073,-0.001,-1.35%,120.431M,N/A,67.55M,"40,000",46.22M,96.34M,N/A,Industrials,Conglomerates
8249.HK,Zhejiang RuiYuan Intelligent Control Technology Company Limited,0.085,-0.011,-11.46%,42.5M,N/A,N/A,"10,000",N/A,N/A,N/A,Technology,Electronic Components
8121.HK,Guru Online (Holdings) Limited,0.025,0.000,0.00%,41.68M,N/A,142.42M,"200,000",26.95M,1.22M,N/A,Communication Services,Advertising Agencies
8451.HK,Sunlight (1977) Holdings Limited,0.052,-0.013,-20.00%,41.6M,15.36,N/A,"210,000",N/A,N/A,N/A,Consumer Defensive,Household & Personal Products
8282.HK,Gameone Holdings Limited,0.265,0.000,0.00%,43.215M,N/A,59.98M,"32,000",38.11M,416k,N/A,Communication Services,Electronic Gaming & Multimedia
8179.HK,Food Idea Holdings Limited,0.070,0.000,0.00%,41.06M,N/A,221.12M,"60,000",5.57M,139.77M,N/A,Consumer Defensive,Packaged Foods
8445.HK,Noble Engineering Group Holdings Limited,0.068,0.000,0.00%,41.4M,N/A,237.61M,"70,000",31.64M,132k,N/A,Industrials,Engineering & Construction
8375.HK,Vertical International Holdings Limited,0.051,0.000,0.00%,40.8M,36.43,N/A,"380,000",N/A,N/A,N/A,Industrials,Engineering & Construction
8148.HK,Aurum Pacific (China) Group Limited,0.032,0.000,0.00%,40.724M,N/A,36.14M,"120,000",24.74M,40.79M,N/A,Technology,Information Technology Services
8631.HK,Sun Kong Holdings Limited,0.101,-0.003,-2.88%,40.4M,24.52,331.48M,"10,000",1.43M,728k,N/A,Energy,Oil & Gas Refining & Marketing
1094.HK,China Public Procurement Limited,0.235,+0.019,+8.80%,57.407M,N/A,75.87M,"8,000",15.69M,35.4M,N/A,Industrials,Conglomerates
1152.HK,Momentum Financial Holdings Limited,0.041,0.000,0.00%,40.262M,N/A,349.85M,"26,000",57.26M,109.58M,N/A,Consumer Defensive,Food Distribution
8367.HK,Simplicity Holding Limited,0.050,-0.003,-5.66%,40M,N/A,113.11M,"630,000",2.99M,82.39M,N/A,Consumer Cyclical,Restaurants
8547.HK,Pacific Legend Group Limited,0.040,-0.001,-2.44%,40M,N/A,278.36M,"760,000",52.4M,42.74M,N/A,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
8173.HK,Union Asia Enterprise Holdings Limited,0.032,-0.003,-8.57%,39.074M,N/A,72.76M,2.494M,58.14M,54.73M,N/A,Industrials,Consulting Services
8188.HK,GME Group Holdings Limited,0.080,-0.005,-5.88%,39.025M,N/A,105.34M,"16,000",3.91M,6.53M,N/A,Industrials,Engineering & Construction
8422.HK,WT Group Holdings Limited,0.039,0.000,0.00%,42.628M,N/A,61.22M,"40,000",40.01M,630k,N/A,Industrials,Engineering & Construction
8611.HK,Mindtell Technology Limited,0.094,0.000,0.00%,34.46M,N/A,N/A,"110,000",N/A,N/A,N/A,Technology,Information Technology Services
8119.HK,Thiz Technology Group Limited,0.140,0.000,0.00%,39.305M,4.74,24.93M,"10,000",26.3M,16.87M,N/A,Technology,Software—Application
0243.HK,QPL International Holdings Limited,0.204,-0.002,-0.97%,38.356M,N/A,274.58M,208,217.4M,59.66M,N/A,Technology,Semiconductors
8160.HK,Goldway Education Group Limited,0.074,-0.011,-12.94%,38.665M,N/A,31.89M,"240,000",28.59M,9.01M,N/A,Consumer Defensive,Education & Training Services
8107.HK,Vision International Holdings Limited,0.385,-0.015,-3.75%,37.056M,17.50,83.17M,"20,000",13.89M,29.42M,N/A,Consumer Cyclical,Apparel Manufacturing
8402.HK,GT Steel Construction Group Limited,0.080,-0.006,-6.98%,38.4M,7.24,N/A,1.32M,N/A,N/A,N/A,Basic Materials,Steel
1226.HK,China Investment and Finance Group Limited,0.170,+0.004,+2.41%,38.38M,N/A,-104.96M,"100,000",75.34M,5.13M,N/A,Financial Services,Asset Management
1822.HK,"China Wood International Holding Co., Limited",0.112,-0.003,-2.61%,38.368M,N/A,20.96M,"237,000",41.11M,1B,N/A,Basic Materials,Lumber & Wood Production
8320.HK,Allied Sustainability and Environmental Consultants Group Limited,0.029,-0.002,-6.45%,38.28M,51.67,41.15M,"310,000",10.29M,12.15M,N/A,Industrials,Waste Management
8120.HK,China Demeter Financial Investments Limited,0.250,0.000,0.00%,38.257M,N/A,133.5M,"32,500",62.02M,41.34M,N/A,Consumer Defensive,Farm Products
8042.HK,KOS International Holdings Limited,0.047,-0.001,-2.08%,37.6M,26.11,74.52M,4.84M,30.43M,2.76M,N/A,Industrials,Staffing & Employment Services
8006.HK,Sino Splendid Holdings Limited,0.081,-0.009,-10.00%,37.501M,N/A,78.64M,"10,000",96.08M,5.53M,N/A,Communication Services,Publishing
8270.HK,China CBM Group Company Limited,0.028,+0.004,+16.67%,36.945M,N/A,N/A,"280,000",N/A,N/A,N/A,Energy,Oil & Gas Refining & Marketing
8242.HK,New Western Group Limited,0.022,-0.003,-12.00%,36.901M,N/A,44.8M,"30,000",3.52M,3.86M,N/A,Real Estate,Real Estate Services
8635.HK,Novacon Technology Group Limited,0.092,-0.003,-3.16%,36.8M,3.52,42.73M,"552,000",58.05M,11.5M,N/A,Technology,Software—Application
1227.HK,National Investments Fund Limited,0.040,0.000,0.00%,36.585M,N/A,572k,"80,000",25.05M,110.95M,N/A,Financial Services,Asset Management
8019.HK,Hao Wen Holdings Limited,0.170,-0.030,-15.00%,36.491M,N/A,N/A,"6,000",N/A,N/A,N/A,Financial Services,Credit Services
8200.HK,Sau San Tong Holdings Limited,0.053,-0.013,-19.70%,39.776M,N/A,1.4B,4.675M,518.11M,28.96M,N/A,Consumer Defensive,Household & Personal Products
0048.HK,China Automotive Interior Decoration Holdings Limited,0.085,0.000,0.00%,36.076M,N/A,N/A,"194,000",N/A,N/A,N/A,Consumer Cyclical,Textile Manufacturing
1247.HK,Miko International Holdings Limited,0.036,-0.002,-5.26%,35.424M,N/A,N/A,"736,000",N/A,N/A,N/A,Consumer Cyclical,Apparel Manufacturing
8022.HK,Evershine Group Holdings Limited,0.016,+0.001,+6.67%,34.628M,N/A,-5.49M,13.572M,5.43M,184.95M,N/A,Industrials,Conglomerates
0651.HK,China Ocean Industry Group Limited,0.100,+0.007,+7.53%,34.092M,N/A,-46.31M,6.193M,2.55M,3.09B,N/A,Industrials,Specialty Industrial Machinery
8229.HK,Future Data Group Limited,0.085,0.000,0.00%,34M,3.62,677.96M,"5,000",68.9M,31.13M,N/A,Technology,Information Technology Services
